"time","chain1/permissions.db","chain1/wallet/txs.db","chain1/wallet","chain1/blocks/index","chain1/blocks","chain1/database","chain1/entities.db","chain1/chunks/chunks.db","chain1/chunks/data/stream-95a0451e3abf6eeacc209575ef3943c7","chain1/chunks/data/stream-179e1a20410cfce1ebbb071c9b6379ed","chain1/chunks/data/stream-28cad8bdef17a3852fe39ec50bf2c006","chain1/chunks/data/stream-58cb719ec3ff4ed838e3bdd6b6ff4471","chain1/chunks/data/source","chain1/chunks/data","chain1/chunks/collect.db","chain1/chunks","chain1/chainstate","chain1"
"445.2006328105927","24.0","124.0","260.0","28.0","17440.0","36.0","20.0","32.0","4100.0","4.0","4100.0","4100.0","4.0","12312.0","52.0","12424.0","20.0","30292.0"
"450.4796838760376","24.0","128.0","268.0","28.0","17440.0","36.0","20.0","32.0","4100.0","4.0","4100.0","4100.0","4.0","12312.0","52.0","12424.0","24.0","30300.0"
"455.4246437549591","24.0","128.0","268.0","28.0","17440.0","36.0","20.0","32.0","4100.0","4.0","4100.0","4100.0","4.0","12312.0","52.0","12424.0","24.0","30300.0"
"460.1656777858734","24.0","128.0","268.0","28.0","17440.0","36.0","20.0","32.0","4100.0","4.0","4100.0","4100.0","4.0","12312.0","52.0","12424.0","24.0","30300.0"
"465.2726502418518","24.0","128.0","268.0","28.0","17440.0","36.0","20.0","32.0","4100.0","4.0","4100.0","4100.0","4.0","12312.0","52.0","12424.0","24.0","30300.0"
"470.1392979621887","24.0","128.0","268.0","28.0","17440.0","36.0","20.0","32.0","4100.0","4.0","4100.0","4100.0","4.0","12312.0","52.0","12424.0","24.0","30300.0"
"475.389769077301","24.0","128.0","268.0","28.0","17440.0","36.0","20.0","32.0","4100.0","4.0","4100.0","4100.0","4.0","12312.0","56.0","12428.0","24.0","30304.0"
"480.1812980175018","24.0","128.0","268.0","28.0","17440.0","36.0","20.0","32.0","4100.0","4.0","4100.0","4100.0","4.0","12312.0","56.0","12428.0","24.0","30304.0"
"485.0206451416016","28.0","136.0","276.0","28.0","17440.0","36.0","20.0","32.0","5124.0","4.0","5124.0","4100.0","4.0","14360.0","56.0","14476.0","24.0","32364.0"
"490.33974528312683","28.0","136.0","284.0","28.0","17440.0","36.0","20.0","32.0","5124.0","4.0","5124.0","4100.0","4.0","14360.0","56.0","14476.0","24.0","32376.0"
"495.16812324523926","28.0","136.0","284.0","28.0","17440.0","36.0","20.0","32.0","5124.0","4.0","5124.0","4100.0","4.0","14360.0","56.0","14476.0","24.0","32376.0"
"500.09265613555914","28.0","136.0","284.0","28.0","17440.0","36.0","20.0","32.0","5124.0","4.0","5124.0","4100.0","4.0","14360.0","56.0","14476.0","24.0","32376.0"
"505.41525173187256","28.0","136.0","284.0","28.0","17440.0","36.0","20.0","32.0","5124.0","4.0","5124.0","4100.0","4.0","14360.0","56.0","14476.0","24.0","32376.0"
"510.2995884418488","28.0","136.0","284.0","28.0","17440.0","36.0","20.0","32.0","5124.0","4.0","5124.0","4100.0","4.0","14360.0","56.0","14476.0","24.0","32376.0"
"515.1833567619324","28.0","144.0","288.0","32.0","17444.0","36.0","20.0","32.0","5124.0","4.0","5124.0","5124.0","4.0","15384.0","56.0","15504.0","24.0","33408.0"
"520.0589573383331","28.0","144.0","292.0","32.0","17444.0","36.0","20.0","32.0","5124.0","4.0","5124.0","5124.0","4.0","15384.0","56.0","15504.0","24.0","33412.0"
"525.4859075546265","28.0","144.0","292.0","32.0","17444.0","36.0","20.0","32.0","5124.0","4.0","5124.0","5124.0","4.0","15384.0","60.0","15508.0","24.0","33416.0"
"530.3581845760344","28.0","144.0","292.0","32.0","17444.0","36.0","20.0","32.0","5124.0","4.0","5124.0","5124.0","4.0","15384.0","60.0","15508.0","24.0","33416.0"
"535.2126331329347","28.0","148.0","300.0","32.0","17444.0","36.0","20.0","32.0","5124.0","4.0","5124.0","5124.0","4.0","15384.0","60.0","15508.0","24.0","33424.0"
"540.4751632213594","28.0","148.0","300.0","32.0","17444.0","36.0","20.0","32.0","5124.0","4.0","5124.0","5124.0","4.0","15384.0","60.0","15508.0","24.0","33424.0"
"545.3273682594298","28.0","148.0","300.0","32.0","17444.0","36.0","20.0","32.0","5124.0","4.0","5124.0","5124.0","4.0","15384.0","60.0","15508.0","24.0","33424.0"
"550.1967339515686","28.0","148.0","300.0","32.0","17444.0","36.0","20.0","32.0","5124.0","4.0","5124.0","5124.0","4.0","15384.0","60.0","15508.0","24.0","33424.0"
"555.0439977645874","28.0","148.0","300.0","32.0","17444.0","36.0","20.0","32.0","5124.0","4.0","5124.0","5124.0","4.0","15384.0","60.0","15508.0","24.0","33428.0"
"560.3522033691406","28.0","152.0","300.0","32.0","17444.0","36.0","20.0","40.0","5124.0","4.0","5124.0","5124.0","4.0","15384.0","60.0","15516.0","24.0","33432.0"
"565.2441852092742","28.0","152.0","300.0","32.0","17444.0","36.0","20.0","40.0","5124.0","4.0","5124.0","5124.0","4.0","15384.0","60.0","15516.0","24.0","33432.0"
"570.1223332881927","28.0","152.0","300.0","32.0","17444.0","36.0","20.0","40.0","5124.0","4.0","5124.0","5124.0","4.0","15384.0","60.0","15516.0","24.0","33432.0"
"575.0325009822844","28.0","152.0","300.0","32.0","17444.0","36.0","20.0","40.0","5124.0","4.0","5124.0","5124.0","4.0","15384.0","60.0","15516.0","24.0","33432.0"
"580.4327492713927","28.0","152.0","304.0","32.0","17444.0","36.0","20.0","40.0","5124.0","4.0","5124.0","5124.0","4.0","15384.0","60.0","15516.0","24.0","33436.0"
"585.3171756267548","28.0","152.0","304.0","32.0","17444.0","36.0","20.0","40.0","5124.0","4.0","5124.0","5124.0","4.0","15384.0","60.0","15516.0","24.0","33436.0"
"590.2244157791138","28.0","152.0","304.0","32.0","17444.0","36.0","20.0","40.0","5124.0","4.0","5124.0","5124.0","4.0","15384.0","64.0","15520.0","24.0","33440.0"
"595.0686333179474","28.0","160.0","308.0","32.0","17444.0","36.0","20.0","40.0","5124.0","4.0","6148.0","5124.0","4.0","16408.0","64.0","16544.0","24.0","34468.0"
"600.4290907382965","28.0","160.0","308.0","32.0","17444.0","36.0","20.0","40.0","5124.0","4.0","6148.0","5124.0","4.0","16408.0","64.0","16544.0","24.0","34472.0"
"605.3337099552156","28.0","160.0","312.0","32.0","17444.0","36.0","20.0","40.0","5124.0","4.0","6148.0","5124.0","4.0","16408.0","64.0","16544.0","24.0","34476.0"
"610.0862333774568","28.0","160.0","312.0","32.0","17444.0","36.0","20.0","40.0","5124.0","4.0","6148.0","5124.0","4.0","16408.0","64.0","16544.0","24.0","34476.0"
"615.3806569576262","28.0","160.0","312.0","32.0","17444.0","36.0","20.0","40.0","5124.0","4.0","6148.0","5124.0","4.0","16408.0","64.0","16544.0","24.0","34476.0"
"620.2633969783782","28.0","160.0","312.0","32.0","17444.0","36.0","20.0","40.0","5124.0","4.0","6148.0","5124.0","4.0","16408.0","64.0","16548.0","24.0","34480.0"
"625.0647013187407","28.0","160.0","316.0","32.0","17444.0","36.0","20.0","40.0","5124.0","4.0","6148.0","5124.0","4.0","16408.0","64.0","16548.0","24.0","34484.0"
"630.4543929100038","28.0","168.0","320.0","32.0","17444.0","36.0","20.0","40.0","6152.0","4.0","6148.0","6152.0","4.0","18464.0","64.0","18604.0","24.0","36540.0"
"635.2979924678802","28.0","168.0","324.0","32.0","17444.0","36.0","20.0","40.0","6152.0","4.0","6148.0","6152.0","4.0","18464.0","64.0","18604.0","24.0","36544.0"
"640.1105880737305","28.0","168.0","324.0","32.0","17444.0","36.0","20.0","40.0","6152.0","4.0","6148.0","6152.0","4.0","18464.0","64.0","18604.0","24.0","36544.0"
"645.465975522995","28.0","168.0","324.0","32.0","17444.0","36.0","20.0","40.0","6152.0","4.0","6148.0","6152.0","4.0","18464.0","64.0","18604.0","24.0","36544.0"
"650.3215928077698","28.0","168.0","324.0","32.0","17444.0","36.0","20.0","40.0","6152.0","4.0","6148.0","6152.0","4.0","18464.0","68.0","18608.0","24.0","36548.0"
"655.08522605896","28.0","168.0","324.0","32.0","17444.0","36.0","20.0","40.0","6152.0","4.0","6148.0","6152.0","4.0","18464.0","68.0","18608.0","24.0","36548.0"
"660.3841071128845","28.0","168.0","324.0","32.0","17444.0","36.0","20.0","40.0","6152.0","4.0","6148.0","6152.0","4.0","18464.0","68.0","18608.0","24.0","36548.0"
