"time","chain1/permissions.db","chain1/wallet/txs.db","chain1/wallet","chain1/blocks/index","chain1/blocks","chain1/database","chain1/entities.db","chain1/chunks/chunks.db","chain1/chunks/data/stream-179e1a20410cfce1ebbb071c9b6379ed","chain1/chunks/data/stream-28cad8bdef17a3852fe39ec50bf2c006","chain1/chunks/data/stream-58cb719ec3ff4ed838e3bdd6b6ff4471","chain1/chunks/data/source","chain1/chunks/data","chain1/chunks/collect.db","chain1/chunks","chain1/chainstate","chain1"
"600.4290907382965","36.0","120.0","164.0","36.0","17448.0","16.0","28.0","36.0","4.0","6148.0","5124.0","4.0","11284.0","52.0","11400.0","32.0","29188.0"
"605.3337099552156","36.0","120.0","168.0","36.0","17448.0","16.0","28.0","36.0","4.0","6148.0","5124.0","4.0","11284.0","52.0","11400.0","32.0","29192.0"
"610.0862333774568","36.0","120.0","168.0","36.0","17448.0","16.0","28.0","36.0","4.0","6148.0","5124.0","4.0","11284.0","52.0","11400.0","32.0","29196.0"
"615.3806569576262","36.0","120.0","168.0","36.0","17448.0","16.0","28.0","36.0","4.0","6148.0","5124.0","4.0","11284.0","52.0","11400.0","32.0","29196.0"
"620.2633969783782","36.0","120.0","168.0","36.0","17448.0","16.0","28.0","36.0","4.0","6148.0","5124.0","4.0","11284.0","52.0","11400.0","32.0","29196.0"
"625.0647013187407","36.0","120.0","168.0","36.0","17448.0","16.0","28.0","36.0","4.0","6148.0","5124.0","4.0","11284.0","52.0","11400.0","32.0","29196.0"
"630.4543929100038","36.0","124.0","168.0","36.0","17448.0","16.0","28.0","40.0","4.0","6148.0","6152.0","4.0","12312.0","52.0","12432.0","32.0","30224.0"
"635.2979924678802","36.0","124.0","176.0","36.0","17448.0","16.0","28.0","40.0","4.0","6148.0","6152.0","4.0","12312.0","52.0","12432.0","32.0","30232.0"
"640.1105880737305","36.0","124.0","176.0","36.0","17448.0","16.0","28.0","40.0","4.0","6148.0","6152.0","4.0","12312.0","52.0","12432.0","32.0","30232.0"
"645.465975522995","36.0","124.0","176.0","36.0","17448.0","16.0","28.0","40.0","4.0","6148.0","6152.0","4.0","12312.0","52.0","12432.0","32.0","30232.0"
"650.3215928077698","36.0","124.0","176.0","36.0","17448.0","16.0","28.0","40.0","4.0","6148.0","6152.0","4.0","12312.0","52.0","12432.0","32.0","30232.0"
"655.08522605896","36.0","124.0","176.0","36.0","17448.0","16.0","28.0","40.0","4.0","6148.0","6152.0","4.0","12312.0","52.0","12432.0","32.0","30236.0"
"660.3841071128845","36.0","124.0","176.0","36.0","17448.0","16.0","28.0","40.0","4.0","6148.0","6152.0","4.0","12312.0","52.0","12432.0","32.0","30236.0"
"665.2182383537292","36.0","124.0","176.0","36.0","17448.0","16.0","28.0","40.0","4.0","6148.0","6152.0","4.0","12312.0","52.0","12432.0","32.0","30236.0"
"670.0551915168762","36.0","128.0","176.0","40.0","17452.0","16.0","28.0","40.0","4.0","6148.0","6152.0","4.0","12312.0","52.0","12432.0","32.0","30236.0"
"675.3641912937163","36.0","128.0","180.0","40.0","17452.0","16.0","28.0","40.0","4.0","6148.0","6152.0","4.0","12312.0","52.0","12432.0","32.0","30240.0"
"680.2918412685393","36.0","128.0","180.0","40.0","17452.0","16.0","28.0","40.0","4.0","6148.0","6152.0","4.0","12312.0","52.0","12432.0","32.0","30240.0"
"685.1043531894684","36.0","132.0","184.0","40.0","17452.0","16.0","28.0","40.0","4.0","6148.0","6152.0","4.0","12312.0","52.0","12432.0","32.0","30244.0"
"690.407411813736","36.0","132.0","184.0","40.0","17452.0","16.0","28.0","40.0","4.0","6148.0","6152.0","4.0","12312.0","52.0","12432.0","32.0","30244.0"
"695.2343192100525","36.0","132.0","184.0","40.0","17452.0","16.0","28.0","40.0","4.0","6148.0","6152.0","4.0","12312.0","52.0","12432.0","32.0","30248.0"
"700.0108597278595","36.0","132.0","184.0","40.0","17452.0","16.0","28.0","40.0","4.0","6148.0","6152.0","4.0","12312.0","56.0","12436.0","32.0","30252.0"
"705.4033958911896","36.0","132.0","184.0","40.0","17452.0","16.0","28.0","40.0","4.0","6148.0","6152.0","4.0","12312.0","56.0","12436.0","32.0","30252.0"
"710.2886407375336","36.0","132.0","188.0","40.0","17452.0","16.0","28.0","40.0","4.0","6148.0","6152.0","4.0","12312.0","56.0","12436.0","32.0","30256.0"
"715.0370965003967","36.0","132.0","188.0","40.0","17452.0","16.0","28.0","40.0","4.0","6148.0","6152.0","4.0","12312.0","56.0","12436.0","32.0","30256.0"
"720.3570928573607","36.0","132.0","188.0","40.0","17452.0","16.0","28.0","40.0","4.0","6148.0","6152.0","4.0","12312.0","56.0","12436.0","32.0","30256.0"
"725.2709941864014","36.0","132.0","188.0","40.0","17452.0","16.0","28.0","40.0","4.0","6148.0","6152.0","4.0","12312.0","56.0","12436.0","32.0","30256.0"
"730.1660315990448","36.0","136.0","188.0","40.0","17452.0","16.0","28.0","40.0","4.0","7172.0","6152.0","4.0","13336.0","56.0","13460.0","32.0","31276.0"
"735.0021767616272","40.0","136.0","188.0","40.0","17452.0","16.0","28.0","40.0","4.0","7172.0","6152.0","4.0","13336.0","56.0","13460.0","32.0","31280.0"
"740.3024208545685","40.0","136.0","188.0","40.0","17452.0","16.0","28.0","40.0","4.0","7172.0","6152.0","4.0","13336.0","56.0","13460.0","32.0","31280.0"
"745.1884644031525","40.0","136.0","192.0","40.0","17452.0","16.0","28.0","40.0","4.0","7172.0","6152.0","4.0","13336.0","56.0","13460.0","32.0","31284.0"
"750.0665321350098","40.0","136.0","192.0","40.0","17452.0","16.0","28.0","40.0","4.0","7172.0","6152.0","4.0","13336.0","56.0","13464.0","32.0","31288.0"
"755.3956208229065","40.0","136.0","192.0","40.0","17452.0","16.0","28.0","40.0","4.0","7172.0","6152.0","4.0","13336.0","56.0","13464.0","32.0","31288.0"
"760.188455581665","40.0","136.0","192.0","40.0","17452.0","16.0","28.0","40.0","4.0","7172.0","6152.0","4.0","13336.0","56.0","13464.0","32.0","31292.0"
"765.4901025295258","40.0","136.0","192.0","40.0","17452.0","16.0","28.0","40.0","4.0","7172.0","6152.0","4.0","13336.0","56.0","13464.0","32.0","31292.0"
"770.3325319290161","40.0","136.0","192.0","40.0","17452.0","16.0","28.0","40.0","4.0","7172.0","6152.0","4.0","13336.0","56.0","13464.0","32.0","31292.0"
"775.2083842754364","40.0","136.0","192.0","40.0","17452.0","16.0","28.0","40.0","4.0","7172.0","6152.0","4.0","13336.0","56.0","13464.0","32.0","31292.0"
"780.0583465099335","40.0","144.0","204.0","40.0","17452.0","16.0","28.0","40.0","4.0","7172.0","7176.0","4.0","14360.0","56.0","14488.0","32.0","32324.0"
"785.4247636795044","40.0","144.0","204.0","40.0","17452.0","16.0","28.0","40.0","4.0","7172.0","7176.0","4.0","14360.0","56.0","14488.0","32.0","32324.0"
